id;period;day;month;year;weekday
8124;A TARDE;22;2;2017;wednesday
8125;A TARDE;22;3;2017;wednesday
8126;A TARDE;22;4;2015;wednesday
8127;A TARDE;22;5;2002;wednesday
8128;A TARDE;22;5;2013;wednesday
8129;A TARDE;22;5;2019;wednesday
8130;A TARDE;22;6;2011;wednesday
8131;A TARDE;22;6;2016;wednesday
8132;A TARDE;22;7;2015;wednesday
8133;A TARDE;22;8;2012;wednesday
8134;A TARDE;22;8;2018;wednesday
8135;A TARDE;22;9;2010;wednesday
8136;A TARDE;22;10;2014;wednesday
8137;A TARDE;22;11;2017;wednesday
8138;A TARDE;22;12;2010;wednesday
8139;A TARDE;23;1;2013;wednesday
8140;A TARDE;23;1;2019;wednesday
8141;A TARDE;23;2;2011;wednesday
8142;A TARDE;23;3;2011;wednesday
8143;A TARDE;23;3;2016;wednesday
8144;A TARDE;23;4;2008;wednesday
8145;A TARDE;23;4;2014;wednesday
8146;A TARDE;23;5;2012;wednesday
8147;A TARDE;23;5;2018;wednesday
8148;A TARDE;23;6;1993;wednesday
8149;A TARDE;23;6;2010;wednesday
8150;A TARDE;23;7;2014;wednesday
8151;A TARDE;23;8;2017;wednesday
8152;A TARDE;23;9;2015;wednesday
8153;A TARDE;23;10;2013;wednesday
8154;A TARDE;23;11;2011;wednesday
8155;A TARDE;23;11;2016;wednesday
8156;A TARDE;23;12;2015;wednesday
8157;A TARDE;24;1;2018;wednesday
8158;A TARDE;24;2;2010;wednesday
8159;A TARDE;24;2;2016;wednesday
8160;A TARDE;24;3;2010;wednesday
8161;A TARDE;24;4;2013;wednesday
8162;A TARDE;24;4;2019;wednesday
8163;A TARDE;24;5;2017;wednesday
8164;A TARDE;24;6;2015;wednesday
8165;A TARDE;24;7;2013;wednesday
8166;A TARDE;24;7;2019;wednesday
8167;A TARDE;24;8;2011;wednesday
8168;A TARDE;24;8;2016;wednesday
8169;A TARDE;24;9;2014;wednesday
8170;A TARDE;24;10;2012;wednesday
8171;A TARDE;24;10;2018;wednesday
8172;A TARDE;24;11;2010;wednesday
8173;A TARDE;24;12;2014;wednesday
8174;A TARDE;25;1;2012;wednesday
8175;A TARDE;25;1;2017;wednesday
8176;A TARDE;25;2;2015;wednesday
8177;A TARDE;25;3;2015;wednesday
8178;A TARDE;25;4;2012;wednesday
8179;A TARDE;25;4;2018;wednesday
8180;A TARDE;25;5;2011;wednesday
8181;A TARDE;25;5;2016;wednesday
8182;A TARDE;25;6;2014;wednesday
8183;A TARDE;25;7;2012;wednesday
8184;A TARDE;25;7;2018;wednesday
8185;A TARDE;25;8;2004;wednesday
8186;A TARDE;25;9;1985;wednesday
8187;A TARDE;25;9;2013;wednesday
8188;A TARDE;25;10;2017;wednesday
8189;A TARDE;25;11;2015;wednesday
8190;A TARDE;25;12;2013;wednesday
8191;A TARDE;26;1;2011;wednesday
8192;A TARDE;26;2;2014;wednesday
8193;A TARDE;26;3;2003;wednesday
8194;A TARDE;26;3;2014;wednesday
8195;A TARDE;26;4;2017;wednesday
8196;A TARDE;26;6;2013;wednesday
8197;A TARDE;26;6;2019;wednesday
8198;A TARDE;26;7;2006;wednesday
8199;A TARDE;26;7;2017;wednesday
8200;A TARDE;26;8;2015;wednesday
8201;A TARDE;26;9;2001;wednesday
8202;A TARDE;26;9;2012;wednesday
8203;A TARDE;26;9;2018;wednesday
8204;A TARDE;26;10;2011;wednesday
8205;A TARDE;26;10;2016;wednesday
8206;A TARDE;26;11;2014;wednesday
8207;A TARDE;26;12;2012;wednesday
8208;A TARDE;26;12;2018;wednesday
8209;A TARDE;27;1;2010;wednesday
8210;A TARDE;27;1;2016;wednesday
8211;A TARDE;27;2;2013;wednesday
8212;A TARDE;27;2;2019;wednesday
8213;A TARDE;27;3;2013;wednesday
8214;A TARDE;27;3;2019;wednesday
8215;A TARDE;27;4;1994;wednesday
8216;A TARDE;27;4;2011;wednesday
8217;A TARDE;27;4;2016;wednesday
8218;A TARDE;27;5;2015;wednesday
8219;A TARDE;27;6;2012;wednesday
8220;A TARDE;27;6;2018;wednesday
8221;A TARDE;27;7;2011;wednesday
8222;A TARDE;27;7;2016;wednesday
8223;A TARDE;27;8;2014;wednesday
8224;A TARDE;27;9;2017;wednesday
8225;A TARDE;27;10;2010;wednesday
8226;A TARDE;27;11;2013;wednesday
8227;A TARDE;27;12;1972;wednesday
8228;A TARDE;27;12;2017;wednesday
8229;A TARDE;28;1;2015;wednesday
8230;A TARDE;28;2;1990;wednesday
8231;A TARDE;28;2;2001;wednesday
8232;A TARDE;28;2;2018;wednesday
8233;A TARDE;28;3;2012;wednesday
8234;A TARDE;28;3;2018;wednesday
8235;A TARDE;28;4;2010;wednesday
8236;A TARDE;28;5;2014;wednesday
8237;A TARDE;28;6;2017;wednesday
8238;A TARDE;28;8;2013;wednesday
8239;A TARDE;28;9;2011;wednesday
8240;A TARDE;28;9;2016;wednesday
8241;A TARDE;28;10;2015;wednesday
8242;A TARDE;28;11;2012;wednesday
8243;A TARDE;28;11;2018;wednesday
8244;A TARDE;28;12;2011;wednesday
8245;A TARDE;28;12;2016;wednesday
8246;A TARDE;29;1;2003;wednesday
8247;A TARDE;29;1;2014;wednesday
8248;A TARDE;29;2;2012;wednesday
8249;A TARDE;29;3;1989;wednesday
8250;A TARDE;29;3;2017;wednesday
8251;A TARDE;29;4;2015;wednesday
8252;A TARDE;29;5;1996;wednesday
8253;A TARDE;29;5;2013;wednesday
8254;A TARDE;29;5;2019;wednesday
8255;A TARDE;29;6;2011;wednesday
8256;A TARDE;29;6;2016;wednesday
8257;A TARDE;29;7;1998;wednesday
8258;A TARDE;29;7;2015;wednesday
8259;A TARDE;29;8;2012;wednesday
8260;A TARDE;29;8;2018;wednesday
8261;A TARDE;29;9;1982;wednesday
8262;A TARDE;29;9;2010;wednesday
8263;A TARDE;29;10;2014;wednesday
8264;A TARDE;29;11;2017;wednesday
8265;A TARDE;29;12;2010;wednesday
8266;A TARDE;30;1;1991;wednesday
8267;A TARDE;30;1;2013;wednesday
8268;A TARDE;30;1;2019;wednesday
8269;A TARDE;30;3;2011;wednesday
8270;A TARDE;30;3;2016;wednesday
8271;A TARDE;30;4;2014;wednesday
8272;A TARDE;30;5;2012;wednesday
8273;A TARDE;30;5;2018;wednesday
8274;A TARDE;30;7;2014;wednesday
8275;A TARDE;30;8;2017;wednesday
8276;A TARDE;30;9;2015;wednesday
8277;A TARDE;30;10;2013;wednesday
8278;A TARDE;30;11;2011;wednesday
8279;A TARDE;30;11;2016;wednesday
8280;A TARDE;30;12;2015;wednesday
8281;A TARDE;31;1;2001;wednesday
8282;A TARDE;31;1;2018;wednesday
8283;A TARDE;31;3;2010;wednesday
8284;A TARDE;31;5;2017;wednesday
8285;A TARDE;31;7;2002;wednesday
8286;A TARDE;31;7;2013;wednesday
8287;A TARDE;31;7;2019;wednesday
8288;A TARDE;31;8;2011;wednesday
8289;A TARDE;31;8;2016;wednesday
8290;A TARDE;31;10;2012;wednesday
8291;A TARDE;31;10;2018;wednesday
8292;A TARDE;31;12;2014;wednesday
8293;DE MADRUGADA;1;1;1993;friday
8294;DE MADRUGADA;1;1;2010;friday
8295;DE MADRUGADA;1;1;2016;friday
8296;DE MADRUGADA;1;2;2013;friday
8297;DE MADRUGADA;1;2;2019;friday
8298;DE MADRUGADA;1;3;2013;friday
8299;DE MADRUGADA;1;3;2019;friday
8300;DE MADRUGADA;1;4;2011;friday
8301;DE MADRUGADA;1;4;2016;friday
8302;DE MADRUGADA;1;5;1987;friday
8303;DE MADRUGADA;1;5;2015;friday
8304;DE MADRUGADA;1;6;2001;friday
8305;DE MADRUGADA;1;6;2012;friday
8306;DE MADRUGADA;1;6;2018;friday
8307;DE MADRUGADA;1;7;2011;friday
8308;DE MADRUGADA;1;7;2016;friday
8309;DE MADRUGADA;1;8;2008;friday
8310;DE MADRUGADA;1;8;2014;friday
8311;DE MADRUGADA;1;9;2017;friday
8312;DE MADRUGADA;1;11;2013;friday
8313;DE MADRUGADA;1;12;2017;friday
8314;DE MADRUGADA;2;1;2015;friday
8315;DE MADRUGADA;2;2;2018;friday
8316;DE MADRUGADA;2;3;2012;friday
8317;DE MADRUGADA;2;3;2018;friday
8318;DE MADRUGADA;2;4;2010;friday
8319;DE MADRUGADA;2;5;2003;friday
8320;DE MADRUGADA;2;5;2014;friday
8321;DE MADRUGADA;2;6;2017;friday
8322;DE MADRUGADA;2;8;2013;friday
8323;DE MADRUGADA;2;9;2011;friday
8324;DE MADRUGADA;2;9;2016;friday
8325;DE MADRUGADA;2;10;2015;friday
8326;DE MADRUGADA;2;11;2012;friday
8327;DE MADRUGADA;2;11;2018;friday
8328;DE MADRUGADA;2;12;2011;friday
8329;DE MADRUGADA;2;12;2016;friday
8330;DE MADRUGADA;3;1;2014;friday
8331;DE MADRUGADA;3;2;2012;friday
8332;DE MADRUGADA;3;2;2017;friday
8333;DE MADRUGADA;3;3;2017;friday
8334;DE MADRUGADA;3;4;2015;friday
8335;DE MADRUGADA;3;5;2013;friday
8336;DE MADRUGADA;3;5;2019;friday
8337;DE MADRUGADA;3;6;2011;friday
8338;DE MADRUGADA;3;6;2016;friday
8339;DE MADRUGADA;3;7;2015;friday
8340;DE MADRUGADA;3;8;2012;friday
8341;DE MADRUGADA;3;8;2018;friday
8342;DE MADRUGADA;3;10;2014;friday
8343;DE MADRUGADA;3;11;2017;friday
8344;DE MADRUGADA;4;1;2013;friday
8345;DE MADRUGADA;4;1;2019;friday
8346;DE MADRUGADA;4;2;2011;friday
8347;DE MADRUGADA;4;3;2011;friday
8348;DE MADRUGADA;4;3;2016;friday
8349;DE MADRUGADA;4;4;2014;friday
8350;DE MADRUGADA;4;5;2012;friday
8351;DE MADRUGADA;4;5;2018;friday
8352;DE MADRUGADA;4;7;2008;friday
8353;DE MADRUGADA;4;7;2014;friday
8354;DE MADRUGADA;4;8;2017;friday
8355;DE MADRUGADA;4;9;1992;friday
8356;DE MADRUGADA;4;9;2015;friday
8357;DE MADRUGADA;4;10;2013;friday
8358;DE MADRUGADA;4;11;2011;friday
8359;DE MADRUGADA;4;11;2016;friday
8360;DE MADRUGADA;4;12;2015;friday
8361;DE MADRUGADA;5;1;2018;friday
8362;DE MADRUGADA;5;2;2010;friday
8363;DE MADRUGADA;5;2;2016;friday
8364;DE MADRUGADA;5;4;2013;friday
8365;DE MADRUGADA;5;4;2019;friday
8366;DE MADRUGADA;5;5;2017;friday
8367;DE MADRUGADA;5;6;2015;friday
8368;DE MADRUGADA;5;7;2013;friday
8369;DE MADRUGADA;5;7;2019;friday
8370;DE MADRUGADA;5;8;2011;friday
8371;DE MADRUGADA;5;8;2016;friday
8372;DE MADRUGADA;5;9;2014;friday
8373;DE MADRUGADA;5;10;2012;friday
8374;DE MADRUGADA;5;10;2018;friday
8375;DE MADRUGADA;5;12;2014;friday
8376;DE MADRUGADA;6;1;2012;friday
8377;DE MADRUGADA;6;1;2017;friday
8378;DE MADRUGADA;6;2;2015;friday
8379;DE MADRUGADA;6;3;2015;friday
8380;DE MADRUGADA;6;4;2012;friday
8381;DE MADRUGADA;6;4;2018;friday
8382;DE MADRUGADA;6;5;2011;friday
8383;DE MADRUGADA;6;5;2016;friday
8384;DE MADRUGADA;6;6;2014;friday
8385;DE MADRUGADA;6;7;2012;friday
8386;DE MADRUGADA;6;7;2018;friday
8387;DE MADRUGADA;6;8;2010;friday
8388;DE MADRUGADA;6;9;2013;friday
8389;DE MADRUGADA;6;10;2017;friday
8390;DE MADRUGADA;6;11;2015;friday
8391;DE MADRUGADA;6;12;2013;friday
8392;DE MADRUGADA;7;1;2011;friday
8393;DE MADRUGADA;7;2;2014;friday
8394;DE MADRUGADA;7;3;2014;friday
8395;DE MADRUGADA;7;4;2017;friday
8396;DE MADRUGADA;7;5;2010;friday
8397;DE MADRUGADA;7;6;2013;friday
8398;DE MADRUGADA;7;6;2019;friday
8399;DE MADRUGADA;7;7;2017;friday
8400;DE MADRUGADA;7;8;2015;friday
8401;DE MADRUGADA;7;9;1990;friday
8402;DE MADRUGADA;7;9;2001;friday
8403;DE MADRUGADA;7;9;2012;friday
8404;DE MADRUGADA;7;9;2018;friday
8405;DE MADRUGADA;7;10;2011;friday
8406;DE MADRUGADA;7;10;2016;friday
8407;DE MADRUGADA;7;11;2014;friday
8408;DE MADRUGADA;7;12;2012;friday
8409;DE MADRUGADA;7;12;2018;friday
8410;DE MADRUGADA;8;1;2010;friday
8411;DE MADRUGADA;8;1;2016;friday
8412;DE MADRUGADA;8;2;1980;friday
8413;DE MADRUGADA;8;2;1985;friday
8414;DE MADRUGADA;8;2;2013;friday
8415;DE MADRUGADA;8;2;2019;friday
8416;DE MADRUGADA;8;3;2013;friday
8417;DE MADRUGADA;8;3;2019;friday
8418;DE MADRUGADA;8;4;1988;friday
8419;DE MADRUGADA;8;4;2011;friday
8420;DE MADRUGADA;8;4;2016;friday
8421;DE MADRUGADA;8;5;2015;friday
8422;DE MADRUGADA;8;6;2012;friday
8423;DE MADRUGADA;8;6;2018;friday
8424;DE MADRUGADA;8;7;2011;friday
8425;DE MADRUGADA;8;7;2016;friday
8426;DE MADRUGADA;8;8;2014;friday
8427;DE MADRUGADA;8;9;2017;friday
8428;DE MADRUGADA;8;10;2010;friday
8429;DE MADRUGADA;8;11;2013;friday
8430;DE MADRUGADA;8;12;1995;friday
8431;DE MADRUGADA;8;12;2017;friday
8432;DE MADRUGADA;9;1;2015;friday
8433;DE MADRUGADA;9;2;1996;friday
8434;DE MADRUGADA;9;2;2018;friday
8435;DE MADRUGADA;9;3;2012;friday
8436;DE MADRUGADA;9;3;2018;friday
8437;DE MADRUGADA;9;5;2014;friday
8438;DE MADRUGADA;9;6;2017;friday
8439;DE MADRUGADA;9;7;2010;friday
8440;DE MADRUGADA;9;8;2013;friday
8441;DE MADRUGADA;9;9;2011;friday
8442;DE MADRUGADA;9;9;2016;friday
8443;DE MADRUGADA;9;10;2015;friday
8444;DE MADRUGADA;9;11;2012;friday
8445;DE MADRUGADA;9;11;2018;friday
8446;DE MADRUGADA;9;12;2011;friday
8447;DE MADRUGADA;9;12;2016;friday
8448;DE MADRUGADA;10;1;2014;friday
8449;DE MADRUGADA;10;2;2012;friday
8450;DE MADRUGADA;10;2;2017;friday
8451;DE MADRUGADA;10;3;2017;friday
8452;DE MADRUGADA;10;4;1987;friday
8453;DE MADRUGADA;10;4;2015;friday
8454;DE MADRUGADA;10;5;2013;friday
8455;DE MADRUGADA;10;5;2019;friday
8456;DE MADRUGADA;10;6;2011;friday
8457;DE MADRUGADA;10;6;2016;friday
8458;DE MADRUGADA;10;7;2015;friday
8459;DE MADRUGADA;10;8;2012;friday
8460;DE MADRUGADA;10;8;2018;friday
8461;DE MADRUGADA;10;9;2010;friday
8462;DE MADRUGADA;10;10;2014;friday
8463;DE MADRUGADA;10;11;2017;friday
8464;DE MADRUGADA;10;12;2010;friday
8465;DE MADRUGADA;11;1;2013;friday
8466;DE MADRUGADA;11;1;2019;friday
8467;DE MADRUGADA;11;2;2011;friday
8468;DE MADRUGADA;11;3;2011;friday
8469;DE MADRUGADA;11;3;2016;friday
8470;DE MADRUGADA;11;4;2014;friday
8471;DE MADRUGADA;11;5;2012;friday
8472;DE MADRUGADA;11;5;2018;friday
8473;DE MADRUGADA;11;7;2014;friday
8474;DE MADRUGADA;11;8;2017;friday
8475;DE MADRUGADA;11;9;2015;friday
8476;DE MADRUGADA;11;10;2013;friday
8477;DE MADRUGADA;11;11;2011;friday
8478;DE MADRUGADA;11;11;2016;friday
8479;DE MADRUGADA;11;12;2015;friday
8480;DE MADRUGADA;12;1;2018;friday
8481;DE MADRUGADA;12;2;2010;friday
8482;DE MADRUGADA;12;2;2016;friday
8483;DE MADRUGADA;12;4;2013;friday
8484;DE MADRUGADA;12;4;2019;friday
8485;DE MADRUGADA;12;5;2017;friday
8486;DE MADRUGADA;12;6;2015;friday
8487;DE MADRUGADA;12;7;1991;friday
8488;DE MADRUGADA;12;7;2013;friday
8489;DE MADRUGADA;12;7;2019;friday
8490;DE MADRUGADA;12;8;2011;friday
8491;DE MADRUGADA;12;8;2016;friday
8492;DE MADRUGADA;12;9;2014;friday
8493;DE MADRUGADA;12;10;2012;friday
8494;DE MADRUGADA;12;10;2018;friday
8495;DE MADRUGADA;12;12;2014;friday
8496;DE MADRUGADA;13;1;2012;friday
8497;DE MADRUGADA;13;1;2017;friday
8498;DE MADRUGADA;13;2;2015;friday
8499;DE MADRUGADA;13;3;2015;friday
8500;DE MADRUGADA;13;4;2012;friday
8501;DE MADRUGADA;13;4;2018;friday
8502;DE MADRUGADA;13;5;2011;friday
8503;DE MADRUGADA;13;5;2016;friday
8504;DE MADRUGADA;13;6;2014;friday
8505;DE MADRUGADA;13;7;2012;friday
8506;DE MADRUGADA;13;7;2018;friday
8507;DE MADRUGADA;13;9;2013;friday
8508;DE MADRUGADA;13;10;2017;friday
8509;DE MADRUGADA;13;11;2015;friday
8510;DE MADRUGADA;13;12;2013;friday
8511;DE MADRUGADA;14;1;2011;friday
8512;DE MADRUGADA;14;2;2014;friday
8513;DE MADRUGADA;14;3;2014;friday
8514;DE MADRUGADA;14;4;2017;friday
8515;DE MADRUGADA;14;6;2013;friday
8516;DE MADRUGADA;14;6;2019;friday
8517;DE MADRUGADA;14;7;2017;friday
8518;DE MADRUGADA;14;8;2015;friday
8519;DE MADRUGADA;14;9;2012;friday
8520;DE MADRUGADA;14;9;2018;friday
8521;DE MADRUGADA;14;10;2011;friday
8522;DE MADRUGADA;14;10;2016;friday
8523;DE MADRUGADA;14;11;2014;friday
8524;DE MADRUGADA;14;12;2012;friday
8525;DE MADRUGADA;14;12;2018;friday
8526;DE MADRUGADA;15;1;2010;friday
8527;DE MADRUGADA;15;1;2016;friday
8528;DE MADRUGADA;15;2;2013;friday
8529;DE MADRUGADA;15;2;2019;friday
8530;DE MADRUGADA;15;3;2013;friday
8531;DE MADRUGADA;15;3;2019;friday
8532;DE MADRUGADA;15;4;2011;friday
8533;DE MADRUGADA;15;4;2016;friday
8534;DE MADRUGADA;15;5;2015;friday
8535;DE MADRUGADA;15;6;2012;friday
8536;DE MADRUGADA;15;6;2018;friday
8537;DE MADRUGADA;15;7;2011;friday
8538;DE MADRUGADA;15;7;2016;friday
8539;DE MADRUGADA;15;8;2014;friday
8540;DE MADRUGADA;15;9;2017;friday
8541;DE MADRUGADA;15;10;2010;friday
8542;DE MADRUGADA;15;11;2013;friday
8543;DE MADRUGADA;15;12;2017;friday
8544;DE MADRUGADA;16;1;2015;friday
8545;DE MADRUGADA;16;2;2018;friday
8546;DE MADRUGADA;16;3;2012;friday
8547;DE MADRUGADA;16;3;2018;friday
8548;DE MADRUGADA;16;4;2010;friday
8549;DE MADRUGADA;16;5;1997;friday
8550;DE MADRUGADA;16;5;2008;friday
8551;DE MADRUGADA;16;5;2014;friday
8552;DE MADRUGADA;16;6;2017;friday
8553;DE MADRUGADA;16;8;2013;friday
8554;DE MADRUGADA;16;9;2011;friday
8555;DE MADRUGADA;16;9;2016;friday
8556;DE MADRUGADA;16;10;2015;friday
8557;DE MADRUGADA;16;11;2012;friday
8558;DE MADRUGADA;16;11;2018;friday
8559;DE MADRUGADA;16;12;2011;friday
8560;DE MADRUGADA;16;12;2016;friday
8561;DE MADRUGADA;17;1;2014;friday
8562;DE MADRUGADA;17;2;1995;friday
8563;DE MADRUGADA;17;2;2012;friday
8564;DE MADRUGADA;17;2;2017;friday
8565;DE MADRUGADA;17;3;2017;friday
8566;DE MADRUGADA;17;4;2015;friday
8567;DE MADRUGADA;17;5;2013;friday
8568;DE MADRUGADA;17;5;2019;friday
8569;DE MADRUGADA;17;6;2011;friday
8570;DE MADRUGADA;17;6;2016;friday
8571;DE MADRUGADA;17;7;2015;friday
8572;DE MADRUGADA;17;8;2012;friday
8573;DE MADRUGADA;17;8;2018;friday
8574;DE MADRUGADA;17;10;2014;friday
8575;DE MADRUGADA;17;11;1995;friday
8576;DE MADRUGADA;17;11;2017;friday
8577;DE MADRUGADA;17;12;2010;friday
8578;DE MADRUGADA;18;1;1991;friday
8579;DE MADRUGADA;18;1;2013;friday
8580;DE MADRUGADA;18;1;2019;friday
8581;DE MADRUGADA;18;2;2011;friday
8582;DE MADRUGADA;18;3;2011;friday
8583;DE MADRUGADA;18;3;2016;friday
8584;DE MADRUGADA;18;4;2014;friday
8585;DE MADRUGADA;18;5;2012;friday
8586;DE MADRUGADA;18;5;2018;friday
8587;DE MADRUGADA;18;7;2014;friday
8588;DE MADRUGADA;18;8;2017;friday
8589;DE MADRUGADA;18;9;2015;friday
8590;DE MADRUGADA;18;10;2013;friday
8591;DE MADRUGADA;18;11;2011;friday
8592;DE MADRUGADA;18;11;2016;friday
8593;DE MADRUGADA;18;12;2015;friday
8594;DE MADRUGADA;19;1;2018;friday
8595;DE MADRUGADA;19;2;2010;friday
8596;DE MADRUGADA;19;2;2016;friday
8597;DE MADRUGADA;19;3;2010;friday
8598;DE MADRUGADA;19;4;2013;friday
8599;DE MADRUGADA;19;4;2019;friday
8600;DE MADRUGADA;19;5;2017;friday
8601;DE MADRUGADA;19;6;2015;friday
8602;DE MADRUGADA;19;7;2013;friday
8603;DE MADRUGADA;19;7;2019;friday
8604;DE MADRUGADA;19;8;2011;friday
8605;DE MADRUGADA;19;8;2016;friday
8606;DE MADRUGADA;19;9;2014;friday
8607;DE MADRUGADA;19;10;2012;friday
8608;DE MADRUGADA;19;10;2018;friday
8609;DE MADRUGADA;19;11;2010;friday
8610;DE MADRUGADA;19;12;2014;friday
8611;DE MADRUGADA;20;1;2012;friday
8612;DE MADRUGADA;20;1;2017;friday
8613;DE MADRUGADA;20;2;2015;friday
8614;DE MADRUGADA;20;3;2015;friday
8615;DE MADRUGADA;20;4;2012;friday
8616;DE MADRUGADA;20;4;2018;friday
8617;DE MADRUGADA;20;5;2011;friday
8618;DE MADRUGADA;20;5;2016;friday
8619;DE MADRUGADA;20;6;2014;friday
8620;DE MADRUGADA;20;7;2012;friday
8621;DE MADRUGADA;20;7;2018;friday
8622;DE MADRUGADA;20;9;2013;friday
8623;DE MADRUGADA;20;10;2017;friday
8624;DE MADRUGADA;20;11;1953;friday
8625;DE MADRUGADA;20;11;1992;friday
8626;DE MADRUGADA;20;11;2015;friday
8627;DE MADRUGADA;20;12;2013;friday
8628;DE MADRUGADA;21;1;2011;friday
8629;DE MADRUGADA;21;2;2014;friday
8630;DE MADRUGADA;21;3;2014;friday
8631;DE MADRUGADA;21;4;2017;friday
8632;DE MADRUGADA;21;5;2010;friday
8633;DE MADRUGADA;21;6;2013;friday
8634;DE MADRUGADA;21;6;2019;friday
8635;DE MADRUGADA;21;7;2017;friday
8636;DE MADRUGADA;21;8;2015;friday
8637;DE MADRUGADA;21;9;2001;friday
8638;DE MADRUGADA;21;9;2012;friday
8639;DE MADRUGADA;21;9;2018;friday
8640;DE MADRUGADA;21;10;2011;friday
8641;DE MADRUGADA;21;10;2016;friday
8642;DE MADRUGADA;21;11;2014;friday
8643;DE MADRUGADA;21;12;2012;friday
8644;DE MADRUGADA;21;12;2018;friday
8645;DE MADRUGADA;22;1;2010;friday
8646;DE MADRUGADA;22;1;2016;friday
8647;DE MADRUGADA;22;2;2013;friday
8648;DE MADRUGADA;22;2;2019;friday
8649;DE MADRUGADA;22;3;2013;friday
8650;DE MADRUGADA;22;3;2019;friday
8651;DE MADRUGADA;22;4;2011;friday
8652;DE MADRUGADA;22;4;2016;friday
8653;DE MADRUGADA;22;5;2015;friday
8654;DE MADRUGADA;22;6;2012;friday
8655;DE MADRUGADA;22;6;2018;friday
8656;DE MADRUGADA;22;7;2011;friday
8657;DE MADRUGADA;22;7;2016;friday
8658;DE MADRUGADA;22;8;2014;friday
8659;DE MADRUGADA;22;9;2017;friday
8660;DE MADRUGADA;22;11;1996;friday
8661;DE MADRUGADA;22;11;2013;friday
8662;DE MADRUGADA;22;12;2017;friday
8663;DE MADRUGADA;23;1;2015;friday
8664;DE MADRUGADA;23;2;2018;friday
8665;DE MADRUGADA;23;3;2001;friday
8666;DE MADRUGADA;23;3;2012;friday
8667;DE MADRUGADA;23;3;2018;friday
8668;DE MADRUGADA;23;5;2014;friday
8669;DE MADRUGADA;23;6;2017;friday
8670;DE MADRUGADA;23;8;2013;friday
8671;DE MADRUGADA;23;9;2011;friday
8672;DE MADRUGADA;23;9;2016;friday
8673;DE MADRUGADA;23;10;2015;friday
8674;DE MADRUGADA;23;11;2012;friday
8675;DE MADRUGADA;23;11;2018;friday
8676;DE MADRUGADA;23;12;2011;friday
8677;DE MADRUGADA;23;12;2016;friday
8678;DE MADRUGADA;24;1;1997;friday
8679;DE MADRUGADA;24;1;2014;friday
8680;DE MADRUGADA;24;2;1989;friday
8681;DE MADRUGADA;24;2;2012;friday
8682;DE MADRUGADA;24;2;2017;friday
8683;DE MADRUGADA;24;3;2017;friday
8684;DE MADRUGADA;24;4;2015;friday
8685;DE MADRUGADA;24;5;2013;friday
8686;DE MADRUGADA;24;5;2019;friday
8687;DE MADRUGADA;24;6;2011;friday
8688;DE MADRUGADA;24;6;2016;friday
8689;DE MADRUGADA;24;7;2015;friday
8690;DE MADRUGADA;24;8;2001;friday
8691;DE MADRUGADA;24;8;2012;friday
8692;DE MADRUGADA;24;8;2018;friday
8693;DE MADRUGADA;24;10;1986;friday
8694;DE MADRUGADA;24;10;2014;friday
8695;DE MADRUGADA;24;11;2017;friday
8696;DE MADRUGADA;24;12;2010;friday
8697;DE MADRUGADA;25;1;2013;friday
8698;DE MADRUGADA;25;1;2019;friday
8699;DE MADRUGADA;25;2;2011;friday
8700;DE MADRUGADA;25;3;2011;friday
8701;DE MADRUGADA;25;3;2016;friday
8702;DE MADRUGADA;25;4;2014;friday
8703;DE MADRUGADA;25;5;2012;friday
8704;DE MADRUGADA;25;5;2018;friday
8705;DE MADRUGADA;25;6;2010;friday
8706;DE MADRUGADA;25;7;2014;friday
8707;DE MADRUGADA;25;8;2017;friday
8708;DE MADRUGADA;25;9;2015;friday
8709;DE MADRUGADA;25;10;2013;friday
8710;DE MADRUGADA;25;11;2011;friday
8711;DE MADRUGADA;25;11;2016;friday
8712;DE MADRUGADA;25;12;2015;friday
8713;DE MADRUGADA;26;1;2018;friday
8714;DE MADRUGADA;26;2;2010;friday
8715;DE MADRUGADA;26;2;2016;friday
8716;DE MADRUGADA;26;4;2013;friday
8717;DE MADRUGADA;26;4;2019;friday
8718;DE MADRUGADA;26;5;2017;friday
8719;DE MADRUGADA;26;6;2015;friday
8720;DE MADRUGADA;26;7;2013;friday
8721;DE MADRUGADA;26;7;2019;friday
8722;DE MADRUGADA;26;8;1994;friday
8723;DE MADRUGADA;26;8;2011;friday
8724;DE MADRUGADA;26;8;2016;friday
8725;DE MADRUGADA;26;9;2014;friday
8726;DE MADRUGADA;26;10;2012;friday
8727;DE MADRUGADA;26;10;2018;friday
8728;DE MADRUGADA;26;11;2010;friday
8729;DE MADRUGADA;26;12;2014;friday
8730;DE MADRUGADA;27;1;2012;friday
8731;DE MADRUGADA;27;1;2017;friday
8732;DE MADRUGADA;27;2;2015;friday
8733;DE MADRUGADA;27;3;1992;friday
8734;DE MADRUGADA;27;3;2015;friday
8735;DE MADRUGADA;27;4;2012;friday
8736;DE MADRUGADA;27;4;2018;friday
8737;DE MADRUGADA;27;5;2011;friday
8738;DE MADRUGADA;27;5;2016;friday
8739;DE MADRUGADA;27;6;2014;friday
8740;DE MADRUGADA;27;7;2012;friday
8741;DE MADRUGADA;27;7;2018;friday
8742;DE MADRUGADA;27;8;2010;friday
8743;DE MADRUGADA;27;9;2013;friday
8744;DE MADRUGADA;27;10;1978;friday
8745;DE MADRUGADA;27;10;2017;friday
