id;period;day;month;year;weekday
21870;;30;7;2011;
21871;;26;5;2001;
21872;;5;11;2013;
21873;;27;8;2010;
21874;;19;7;2018;
21875;;1;10;2012;
21876;;2;8;2017;
21877;;20;6;1970;
21878;;2;11;2017;
21879;;18;1;2016;
21880;;5;12;1998;
21881;;9;7;1993;
21882;;23;12;2014;
21883;;8;10;1965;
21884;;10;5;2003;
21885;;7;6;1987;
21886;;29;11;2012;
21887;;28;5;1990;
21888;;1;12;2011;
21889;;25;8;2014;
21890;;29;1;2014;
21891;;15;9;1999;
21892;;8;2;1994;
21893;;18;3;2011;
21894;;11;12;2015;
21895;;1;9;2010;
21896;;21;1;2001;
21897;;19;6;2016;
21898;;5;6;2014;
21899;;27;6;2012;
21900;;12;7;2019;
21901;;14;6;1977;
21902;;9;5;2019;
21903;;6;6;2013;
21904;;20;2;2019;
21905;;20;4;2009;
21906;;28;3;2018;
21907;;17;3;1978;
21908;;13;8;2014;
21909;;20;11;2010;
21910;;25;6;2001;
21911;;6;8;2015;
21912;;15;12;2011;
21913;;24;5;2000;
21914;;23;7;2019;
21915;;9;5;1979;
21916;;21;4;2019;
21917;;9;3;2018;
21918;;12;10;2014;
21919;;15;10;2014;
21920;;8;6;1995;
21921;;25;7;1978;
21922;;18;1;2013;
21923;;11;5;2016;
21924;;3;10;2003;
21925;;19;5;2008;
21926;;23;7;1990;
21927;;28;5;1989;
21928;;13;9;2010;
21929;;20;1;1998;
21930;;19;5;2018;
21931;;18;4;2013;
21932;;30;5;1997;
21933;;8;4;2018;
21934;;11;3;2001;
21935;;31;10;1990;
21936;;20;4;2014;
21937;;10;4;2003;
21938;;4;11;2003;
21939;;8;3;2019;
21940;;12;2;1019;
21941;;1;1;2007;
21942;;11;4;2017;
21943;;27;3;2016;
21944;;6;7;2006;
21945;;16;12;1974;
21946;;19;10;2014;
21947;;12;1;2010;
21948;;18;1;1991;
21949;;16;6;2010;
21950;;1;6;1999;
21951;;7;2;2017;
21952;;10;11;1979;
21953;;22;12;1974;
21954;;15;9;2009;
21955;;30;5;2018;
21956;;1;3;2013;
21957;;4;9;2013;
21958;;16;3;2012;
21959;;1;10;1986;
21960;;1;11;2010;
21961;;3;3;2014;
21962;;17;9;2015;
21963;;15;5;2002;
21964;;7;6;2012;
21965;;21;9;2013;
21966;;25;8;2012;
21967;;7;10;2007;
21968;;2;11;2018;
21969;;20;11;1986;
21970;;28;8;2011;
21971;;19;12;2017;
21972;;25;11;2001;
21973;;2;8;1993;
21974;;4;2;1019;
21975;;15;5;2014;
21976;;15;7;1963;
21977;;23;1;1992;
21978;;30;1;2016;
21979;;1;2;2009;
21980;;6;5;2015;
21981;;15;12;1991;
21982;;9;1;2012;
21983;;10;2;2010;
21984;;8;6;2001;
21985;;17;2;1995;
21986;;1;7;2013;
21987;;8;6;2018;
21988;;27;7;2016;
21989;;3;9;2014;
21990;;1;10;2013;
21991;;16;11;2018;
21992;;19;7;2010;
21993;;27;11;2016;
21994;;24;4;1981;
21995;;13;8;2016;
21996;;23;3;1987;
21997;;6;3;2011;
21998;;8;3;1984;
21999;;4;12;2018;
22000;;28;11;1995;
22001;;6;2;2012;
22002;;20;8;1986;
22003;;8;4;2001;
22004;;16;2;2014;
22005;;28;2;2010;
22006;;5;3;2012;
22007;;27;9;2009;
22008;;26;2;2018;
22009;;10;3;2009;
22010;;31;8;2009;
22011;;8;10;2017;
22012;;28;10;2003;
22013;;8;2;2010;
22014;;4;11;2009;
22015;;21;10;2014;
22016;;29;11;2013;
22017;;20;11;1992;
22018;;12;7;2018;
22019;;16;9;1981;
22020;;1;5;2014;
22021;;6;5;2019;
22022;;9;12;2013;
22023;;18;4;2015;
22024;;17;3;2019;
22025;;18;10;2014;
22026;;2;12;2012;
22027;;19;9;2010;
22028;;12;9;2009;
22029;;9;8;2010;
22030;;16;12;2009;
22031;;5;5;2009;
22032;;18;11;2011;
22033;;30;3;2015;
22034;;3;7;1990;
22035;;10;12;2001;
22036;;27;8;2012;
22037;;6;10;1979;
22038;;26;8;2015;
22039;;3;6;1976;
22040;;4;7;2017;
22041;;29;5;1973;
22042;;3;2;2001;
22043;;26;4;2017;
22044;;22;4;1997;
22045;;10;2;2013;
22046;;20;9;2016;
22047;;9;11;2015;
22048;;8;8;2016;
22049;;18;4;2011;
22050;;16;5;2012;
22051;;23;1;2001;
22052;;18;10;2018;
22053;;30;9;2005;
22054;;4;6;2014;
22055;;6;8;2017;
22056;;20;4;2011;
22057;;18;7;2011;
22058;;29;1;2011;
22059;;6;7;2012;
22060;;7;2;2011;
22061;;5;5;2017;
22062;;11;8;2017;
22063;;21;12;2013;
22064;;11;12;2005;
22065;;18;10;2015;
22066;;17;7;1996;
22067;;7;10;2015;
22068;;16;3;1997;
22069;;8;10;2015;
22070;;4;3;2008;
22071;;6;1;1986;
22072;;26;9;2009;
22073;;20;1;2016;
22074;;4;4;2014;
22075;;25;5;2011;
22076;;24;9;2012;
22077;;24;7;1998;
22078;;17;10;2007;
22079;;2;5;1974;
22080;;25;7;2015;
22081;;5;5;1958;
22082;;12;2;2015;
22083;;18;7;2013;
22084;;13;10;2013;
22085;;17;7;2013;
22086;;20;6;2008;
22087;;2;5;2016;
22088;;2;2;2016;
22089;;8;11;2016;
22090;;8;3;1981;
22091;;19;4;2012;
22092;;1;9;2014;
22093;;30;5;2019;
22094;;31;3;1996;
22095;;23;9;1984;
22096;;28;9;1985;
22097;;28;5;2001;
22098;;1;6;2012;
22099;;2;8;2009;
22100;;16;7;2013;
22101;;12;9;2017;
22102;;25;3;1019;
22103;;27;12;2013;
22104;;27;10;2005;
22105;;16;10;2018;
22106;;8;3;2012;
22107;;21;12;2006;
22108;;16;4;2009;
22109;;29;5;1985;
22110;;18;5;2014;
22111;;8;7;2016;
22112;;3;4;2014;
22113;;9;3;2012;
22114;;22;6;2017;
22115;;6;10;2013;
22116;;9;2;1982;
22117;;4;1;2013;
22118;;18;2;2012;
22119;;24;2;1982;
22120;;4;12;2016;
22121;;24;3;2011;
22122;;27;5;1981;
22123;;2;3;2014;
22124;;10;3;2018;
22125;;6;5;2009;
22126;;22;12;2016;
22127;;21;6;2001;
22128;;27;2;2005;
22129;;26;1;2015;
22130;;27;4;1980;
22131;;26;9;2012;
22132;;12;7;2013;
22133;;16;4;1988;
22134;;10;5;2015;
22135;;8;11;2013;
22136;;9;12;1995;
22137;;28;6;2014;
22138;;13;6;2013;
22139;;15;11;2018;
22140;;30;10;1994;
22141;;28;1;2013;
22142;;24;10;1976;
22143;;30;5;1995;
22144;;29;12;2009;
22145;;16;4;2017;
22146;;11;2;2019;
22147;;20;4;2018;
22148;;10;11;1993;
22149;;24;2;1997;
22150;;16;2;2010;
22151;;25;10;1982;
22152;;23;9;1985;
22153;;13;3;2007;
22154;;15;9;2011;
22155;;10;11;2001;
22156;;7;12;2001;
22157;;14;8;2013;
22158;;17;1;2017;
22159;;27;11;2013;
22160;;28;6;2012;
22161;;17;9;2018;
22162;;15;12;1992;
22163;;5;7;2016;
22164;;21;11;2018;
22165;;28;8;1990;
22166;;18;4;2012;
22167;;25;2;2012;
22168;;10;11;2015;
22169;;10;12;2014;
22170;;12;2;2012;
22171;;6;3;2014;
22172;;12;9;1980;
22173;;12;4;2016;
22174;;28;7;2010;
22175;;15;7;2013;
22176;;4;2;1985;
22177;;12;6;2001;
22178;;8;4;1985;
22179;;30;10;2018;
22180;;22;7;2010;
22181;;21;5;1982;
22182;;1;10;2015;
22183;;18;2;2015;
22184;;19;8;2014;
22185;;29;12;2018;
22186;;24;9;2007;
22187;;22;3;2015;
22188;;13;6;2010;
22189;;28;11;2011;
22190;;5;3;2019;
22191;;1;10;1990;
22192;;2;6;2016;
22193;;18;10;2016;
22194;;3;7;2019;
22195;;17;8;2013;
22196;;15;8;2001;
22197;;9;12;2014;
22198;;2;3;1983;
22199;;17;9;1984;
22200;;8;7;2014;
22201;;22;6;2012;
22202;;5;10;2001;
22203;;23;5;1988;
22204;;21;5;2010;
22205;;30;3;2017;
22206;;25;11;2017;
22207;;16;11;2014;
22208;;16;6;2012;
22209;;31;12;1970;
22210;;7;4;1980;
22211;;29;11;2009;
22212;;4;9;1994;
22213;;1;12;1982;
22214;;26;10;2015;
22215;;11;9;2015;
22216;;15;4;2003;
22217;;12;10;1996;
22218;;18;8;2017;
22219;;11;2;2014;
22220;;20;3;1997;
22221;;22;7;2018;
22222;;26;9;2015;
22223;;16;7;2014;
22224;;25;5;2014;
22225;;12;7;1992;
22226;;17;12;2010;
22227;;5;8;2014;
22228;;5;12;2016;
22229;;15;1;2008;
22230;;15;7;2017;
22231;;22;5;2015;
22232;;24;11;2014;
22233;;5;11;1979;
22234;;2;3;2016;
22235;;5;2;2018;
22236;;1;2;2010;
22237;;25;3;2004;
22238;;6;10;2011;
22239;;1;8;2003;
22240;;7;8;2015;
22241;;6;7;1991;
22242;;19;10;1986;
22243;;8;4;2011;
22244;;26;1;2017;
22245;;6;6;1976;
22246;;11;12;2018;
22247;;7;4;2015;
22248;;1;8;2012;
22249;;24;8;2015;
22250;;2;10;1988;
22251;;3;2;1995;
22252;;12;12;1990;
22253;;3;2;2007;
22254;;25;7;2016;
22255;;17;9;2011;
22256;;18;2;2001;
22257;;6;5;2017;
22258;;18;6;2018;
22259;;4;3;2001;
22260;;16;12;2008;
22261;;17;6;2013;
22262;;23;8;1953;
22263;;2;2;2015;
22264;;26;9;2014;
22265;;6;4;1977;
22266;;10;12;1018;
22267;;7;5;1992;
22268;;9;4;2018;
22269;;14;4;2019;
22270;;23;7;2015;
22271;;3;2;2012;
22272;;10;10;2017;
22273;;17;9;1967;
22274;;2;10;2012;
22275;;23;8;1989;
22276;;27;1;2010;
22277;;21;1;2010;
22278;;12;2;2004;
22279;;25;1;2019;
22280;;20;5;1963;
22281;;30;5;2014;
22282;;17;2;1996;
22283;;31;7;2004;
22284;;19;11;2011;
22285;;11;9;1018;
22286;;24;8;2011;
22287;;21;5;2013;
22288;;9;9;2009;
22289;;1;6;2016;
22290;;1;5;2009;
22291;;25;3;1993;
22292;;24;8;2012;
22293;;20;3;1991;
22294;;1;11;1992;
22295;;1;6;2001;
22296;;19;12;2009;
22297;;2;3;2015;
22298;;6;12;2013;
22299;;23;12;2012;
22300;;11;1;2015;
22301;;15;2;1987;
22302;;2;6;1988;
22303;;27;1;2016;
22304;;9;1;2019;
22305;;28;2;2017;
22306;;19;2;2017;
22307;;20;3;2014;
22308;;6;2;1978;
22309;;9;8;2013;
22310;;20;7;1985;
22311;;18;4;1983;
22312;;8;1;2015;
22313;;3;8;2015;
22314;;30;4;2019;
22315;;21;1;2016;
22316;;28;6;1994;
22317;;7;3;2018;
22318;;6;4;1976;
22319;;5;6;2016;
22320;;8;7;2012;
22321;;7;6;2018;
22322;;5;8;2012;
22323;;28;4;2003;
22324;;10;2;2016;
22325;;19;7;2013;
22326;;28;11;2009;
22327;;27;9;1979;
22328;;27;9;2013;
22329;;24;8;2016;
22330;;30;11;2014;
22331;;24;8;2001;
22332;;5;7;2011;
22333;;6;12;1987;
22334;;24;5;1978;
22335;;25;12;2012;
22336;;23;3;2016;
22337;;28;3;2017;
22338;;5;12;2017;
22339;;7;2;2013;
22340;;23;9;1961;
22341;;5;5;2012;
22342;;7;9;2017;
22343;;8;8;1999;
22344;;31;1;2004;
22345;;18;9;2011;
22346;;20;1;1968;
22347;;16;2;2017;
22348;;14;5;1019;
22349;;20;6;2013;
22350;;13;3;2010;
22351;;7;5;2016;
22352;;1;1;2016;
22353;;16;3;2011;
22354;;21;1;1019;
22355;;10;5;2019;
22356;;12;7;2014;
22357;;14;3;2017;
22358;;9;9;1999;
22359;;5;2;1952;
22360;;18;6;1916;
22361;;24;12;2005;
22362;;22;2;2009;
22363;;29;12;2000;
22364;;17;7;2016;
22365;;13;6;2014;
22366;;31;8;2012;
22367;;27;9;1977;
22368;;9;9;2015;
22369;;19;2;2019;
22370;;7;6;2010;
22371;;17;9;2004;
22372;;29;5;2010;
22373;;23;2;2015;
22374;;18;5;2001;
22375;;22;12;2011;
22376;;21;11;2016;
22377;;25;10;2000;
22378;;25;5;2012;
22379;;29;11;1982;
22380;;28;6;2009;
22381;;16;8;2016;
22382;;15;6;1998;
22383;;9;7;1992;
22384;;9;4;2015;
22385;;10;3;2015;
22386;;13;6;1987;
22387;;18;7;2010;
22388;;24;5;2019;
22389;;22;4;2002;
22390;;12;10;2017;
22391;;6;6;1997;
22392;;14;10;2011;
22393;;8;8;1975;
22394;;14;3;2015;
22395;;4;9;2017;
22396;;4;8;2018;
22397;;18;2;2018;
22398;;31;7;2017;
22399;;4;3;2017;
22400;;21;12;2009;
22401;;12;8;2016;
22402;;1;5;1987;
22403;;8;1;2011;
22404;;24;3;2017;
22405;;15;6;2009;
22406;;30;7;2014;
22407;;24;5;2015;
22408;;1;2;2013;
22409;;12;9;2013;
22410;;13;7;1988;
22411;;10;1;2014;
22412;;13;5;2011;
22413;;24;4;2012;
22414;;2;12;1976;
22415;;13;5;2001;
22416;;18;3;1994;
22417;;1;5;2004;
22418;;29;4;2019;
22419;;12;3;2011;
22420;;26;5;2008;
22421;;25;10;2015;
22422;;1;9;2011;
22423;;29;3;1971;
22424;;23;10;2011;
22425;;15;3;2010;
22426;;8;5;1971;
22427;;22;6;2014;
22428;;16;10;2015;
22429;;27;11;2010;
22430;;2;3;2017;
22431;;22;3;1917;
22432;;25;6;2019;
22433;;18;12;1975;
22434;;16;10;2017;
22435;;10;1;2019;
22436;;4;10;2015;
22437;;11;5;2012;
22438;;11;9;2011;
22439;;7;6;1959;
22440;;18;3;2012;
22441;;18;2;1978;
22442;;4;12;2001;
22443;;1;12;2016;
22444;;25;8;2017;
22445;;15;1;2012;
22446;;8;5;2015;
22447;;15;9;2014;
22448;;23;6;1998;
22449;;6;6;1995;
22450;;30;6;2011;
22451;;14;6;2006;
22452;;15;6;2011;
22453;;14;3;2014;
22454;;4;12;2014;
22455;;3;8;1991;
22456;;5;3;2018;
22457;;3;6;2006;
22458;;15;6;2019;
22459;;11;12;2011;
22460;;30;12;2013;
22461;;8;4;2010;
22462;;11;3;1977;
22463;;19;8;2017;
22464;;15;3;1991;
22465;;18;6;2011;
22466;;26;2;2010;
22467;;6;1;2016;
22468;;13;7;1993;
22469;;13;7;2018;
22470;;15;3;2008;
22471;;30;6;2013;
22472;;15;8;2008;
22473;;4;9;2002;
22474;;1;4;2003;
22475;;2;3;1989;
22476;;20;2;2016;
22477;;1;12;2008;
22478;;17;6;2012;
22479;;4;2;2013;
22480;;13;4;2016;
22481;;7;6;2016;
22482;;3;3;2001;
22483;;30;4;2012;
22484;;6;6;2010;
22485;;3;3;2012;
22486;;7;11;2017;
22487;;20;1;2019;
22488;;13;12;2010;
22489;;9;3;2015;
22490;;18;9;2016;
22491;;16;10;1995;
22492;;20;11;1953;
22493;;5;4;2019;
22494;;10;6;2015;
22495;;21;12;2011;
22496;;5;10;2014;
22497;;11;10;2016;
22498;;21;9;2015;
22499;;9;2;2016;
22500;;17;2;2015;
22501;;7;8;2014;
22502;;11;4;2002;
22503;;12;11;2011;
22504;;13;2;2019;
22505;;27;7;2001;
22506;;7;5;1955;
22507;;16;12;2015;
22508;;28;12;2006;
22509;;12;6;1972;
22510;;9;7;2013;
22511;;16;7;2017;
22512;;16;11;2013;
22513;;12;5;2016;
22514;;16;9;2016;
22515;;22;8;1957;
22516;;18;4;2019;
22517;;11;8;1999;
22518;;17;3;2016;
22519;;19;7;1991;
22520;;2;12;2018;
22521;;19;4;1970;
22522;;10;11;2011;
22523;;1;8;2015;
22524;;8;9;2009;
22525;;4;9;1995;
22526;;13;2;2011;
22527;;12;2;1091;
22528;;17;6;2018;
22529;;20;8;2001;
22530;;1;6;1981;
22531;;18;1;2001;
22532;;23;5;1995;
22533;;23;11;2015;
22534;;30;10;2014;
22535;;6;8;1973;
22536;;25;5;2010;
22537;;28;8;2014;
22538;;5;11;2014;
22539;;14;12;2018;
22540;;26;7;1983;
22541;;14;7;2018;
22542;;19;10;1979;
22543;;2;10;2002;
22544;;21;9;2008;
22545;;3;5;1994;
22546;;27;11;2008;
22547;;1;12;2001;
22548;;20;8;2008;
22549;;4;6;2019;
22550;;10;7;2017;
22551;;2;6;1991;
22552;;28;7;2014;
22553;;12;1;2011;
22554;;27;12;1984;
22555;;27;2;2011;
22556;;25;11;2012;
22557;;8;4;2016;
22558;;23;2;2018;
22559;;6;5;2018;
22560;;26;2;2011;
22561;;16;5;2013;
22562;;25;10;2003;
22563;;20;2;1955;
22564;;15;4;2001;
22565;;9;6;1972;
22566;;30;1;1973;
22567;;12;10;2012;
22568;;19;9;2018;
22569;;20;4;1989;
22570;;12;4;2013;
22571;;16;4;2010;
22572;;12;7;2016;
22573;;11;6;2001;
22574;;20;8;2012;
22575;;3;10;1992;
22576;;5;1;2016;
22577;;18;2;1999;
22578;;25;7;1917;
22579;;30;1;2011;
22580;;26;2;2009;
22581;;23;5;2019;
22582;;5;3;2014;
22583;;25;10;2016;
22584;;22;11;1997;
22585;;9;9;1993;
22586;;30;7;2001;
22587;;10;2;2004;
22588;;2;8;1982;
22589;;24;10;1978;
22590;;3;2;1019;
22591;;5;11;2007;
22592;;8;1;2014;
22593;;4;1;1994;
22594;;1;7;1991;
22595;;24;7;2018;
22596;;6;8;2018;
22597;;18;5;1995;
22598;;24;6;2012;
22599;;24;7;2019;
22600;;27;9;1996;
22601;;26;12;2003;
22602;;7;6;2014;
22603;;12;5;1986;
22604;;19;6;2019;
22605;;28;4;2019;
22606;;17;4;1980;
22607;;22;6;2015;
22608;;10;6;2003;
22609;;28;11;2016;
22610;;27;9;2012;
22611;;27;5;2003;
22612;;11;9;2016;
22613;;15;3;2013;
22614;;2;9;2015;
22615;;27;12;1961;
22616;;24;7;1992;
22617;;13;2;2017;
22618;;2;5;2017;
22619;;20;12;2011;
22620;;26;5;2009;
22621;;20;8;2011;
22622;;10;7;2018;
22623;;17;11;1995;
22624;;2;5;2001;
22625;;26;5;2007;
22626;;19;7;2014;
22627;;29;7;2017;
22628;;11;4;2005;
22629;;29;4;1991;
22630;;21;11;2014;
22631;;29;3;2018;
22632;;6;10;2010;
22633;;23;5;2014;
22634;;27;2;2019;
22635;;20;9;1993;
22636;;19;3;2013;
22637;;7;8;2011;
22638;;16;3;2019;
22639;;7;12;2010;
22640;;9;6;1991;
22641;;4;10;2013;
22642;;14;5;2012;
22643;;7;1;2016;
22644;;30;4;2008;
22645;;7;3;1981;
22646;;5;2;2011;
22647;;17;11;2016;
22648;;24;4;2013;
22649;;9;10;2011;
22650;;14;1;2017;
22651;;27;2;2012;
22652;;9;6;2019;
22653;;7;5;1985;
22654;;7;7;2014;
22655;;23;12;2008;
22656;;27;8;2018;
22657;;29;11;1979;
22658;;9;9;2016;
22659;;15;7;1972;
22660;;26;2;2014;
22661;;28;3;1960;
22662;;25;2;1997;
22663;;25;3;2018;
22664;;6;1;2011;
22665;;13;6;2006;
22666;;12;9;2000;
22667;;30;1;2018;
22668;;8;1;2008;
22669;;18;5;2013;
22670;;26;10;2012;
22671;;22;5;1995;
22672;;2;5;1969;
22673;;11;11;2005;
22674;;12;7;2005;
22675;;11;11;2013;
22676;;11;8;2013;
22677;;16;1;2008;
22678;;3;1;2015;
22679;;8;9;2007;
22680;;9;9;2007;
22681;;9;9;2017;
22682;;15;3;2001;
22683;;1;8;2016;
22684;;3;2;2016;
22685;;15;9;2016;
22686;;13;5;2007;
22687;;6;7;2019;
22688;;24;3;2010;
22689;;18;2;1982;
22690;;10;6;2019;
22691;;30;8;2003;
22692;;8;3;2011;
22693;;22;1;2014;
22694;;31;5;2014;
22695;;30;3;2018;
22696;;6;6;2014;
22697;;6;7;2014;
22698;;5;7;2017;
22699;;9;4;2001;
22700;;8;7;2019;
22701;;15;1;2017;
22702;;16;10;2012;
22703;;19;10;2017;
22704;;4;2;2010;
22705;;11;4;1997;
22706;;10;4;1990;
22707;;13;4;2015;
22708;;17;12;2018;
22709;;15;1;2018;
22710;;9;5;2016;
22711;;22;1;2003;
22712;;6;12;2001;
22713;;20;8;1913;
22714;;26;10;2011;
22715;;6;12;218;
22716;;25;3;1960;
22717;;26;1;2018;
22718;;17;10;2001;
22719;;25;12;1979;
22720;;19;11;1994;
22721;;5;5;2013;
22722;;10;6;2012;
22723;;21;7;1986;
22724;;23;1;2015;
22725;;15;4;2005;
22726;;1;12;2018;
22727;;22;1;2010;
22728;;26;3;2010;
22729;;6;9;2013;
22730;;10;6;1979;
22731;;2;5;2012;
22732;;18;8;2015;
22733;;7;5;1988;
22734;;17;5;2002;
22735;;6;12;1994;
22736;;23;6;2001;
22737;;7;6;2019;
22738;;19;5;1992;
22739;;20;9;2013;
22740;;29;12;1990;
22741;;18;9;2018;
22742;;12;11;2013;
22743;;22;1;2018;
22744;;25;6;2017;
22745;;25;4;2014;
22746;;16;9;2011;
22747;;1;9;2001;
22748;;17;2;2017;
22749;;23;9;2011;
22750;;2;1;2015;
22751;;3;3;2002;
22752;;13;2;2009;
22753;;1;10;1993;
22754;;17;4;2019;
22755;;20;9;1989;
22756;;4;3;2002;
22757;;13;9;2009;
22758;;17;10;2014;
22759;;9;2;2011;
22760;;16;5;2014;
22761;;12;3;2000;
22762;;28;1;1992;
22763;;22;10;2018;
22764;;21;7;2018;
22765;;27;9;1971;
22766;;23;10;2014;
22767;;31;8;1991;
22768;;29;8;2018;
22769;;1;6;2015;
22770;;17;10;1989;
22771;;22;3;2014;
22772;;15;5;2013;
22773;;1;5;2013;
22774;;5;9;2007;
22775;;13;4;2011;
22776;;22;1;2008;
22777;;25;2;2010;
22778;;3;10;2017;
22779;;31;1;1937;
22780;;25;2;2015;
22781;;9;4;2012;
22782;;6;2;2018;
22783;;22;8;2015;
22784;;21;8;1989;
22785;;23;6;1995;
22786;;14;2;2012;
22787;;14;10;2014;
22788;;21;1;2000;
22789;;14;9;2012;
22790;;11;12;2013;
22791;;1;5;1993;
22792;;26;9;1982;
22793;;30;9;2015;
22794;;25;6;1998;
22795;;1;3;2006;
22796;;23;9;2018;
22797;;28;12;1985;
22798;;27;2;2003;
22799;;13;1;1987;
22800;;2;10;2010;
22801;;24;2;1989;
22802;;2;1;2013;
22803;;13;7;2010;
22804;;22;4;2013;
22805;;5;8;2016;
22806;;19;4;1997;
22807;;15;4;1995;
22808;;22;2;2011;
22809;;16;8;1969;
22810;;6;9;2016;
22811;;12;1;2002;
22812;;23;6;2016;
22813;;6;12;2015;
22814;;8;1;2018;
22815;;25;6;2013;
22816;;16;12;2018;
22817;;30;6;2008;
22818;;29;7;1989;
22819;;2;7;2010;
22820;;21;7;2008;
22821;;27;2;2016;
22822;;6;11;2012;
22823;;2;6;2015;
22824;;9;10;2000;
22825;;14;2;2016;
22826;;11;6;2014;
22827;;21;10;2015;
22828;;8;9;2016;
22829;;18;5;2015;
22830;;23;2;1984;
22831;;12;11;1978;
22832;;21;2;2011;
22833;;9;10;2012;
22834;;28;9;2010;
22835;;29;1;1019;
22836;;27;11;2014;
22837;;3;4;2018;
22838;;6;1;2019;
22839;;20;12;2018;
22840;;15;12;2012;
22841;;18;7;1979;
22842;;11;1;2010;
22843;;23;4;2016;
22844;;5;11;2018;
22845;;12;9;1993;
22846;;28;5;1986;
22847;;16;10;2010;
22848;;31;3;2008;
22849;;26;12;1975;
22850;;19;1;2018;
22851;;28;2;2018;
22852;;29;8;2010;
22853;;14;7;2015;
22854;;3;6;2016;
22855;;28;2;1996;
22856;;8;6;2012;
22857;;13;12;1952;
22858;;20;2;2013;
22859;;27;9;2010;
22860;;2;1;2016;
22861;;16;4;1973;
22862;;1;2;2007;
22863;;14;11;2017;
22864;;15;1;2010;
22865;;7;2;2006;
22866;;21;3;1996;
22867;;29;5;2011;
22868;;8;8;2017;
22869;;29;11;2008;
22870;;9;4;2013;
22871;;15;8;1984;
22872;;6;6;2018;
22873;;11;10;2008;
22874;;14;7;2014;
22875;;7;1;2018;
22876;;13;3;2005;
22877;;2;4;2001;
22878;;28;11;2017;
22879;;2;5;2011;
22880;;15;9;2010;
22881;;20;2;2011;
22882;;13;11;2011;
22883;;20;11;2018;
22884;;4;2;2018;
22885;;10;4;2013;
22886;;15;7;1986;
22887;;31;5;2003;
22888;;5;2;1992;
22889;;28;1;2001;
22890;;24;2;2011;
22891;;10;10;1996;
22892;;7;11;2012;
22893;;16;3;2010;
22894;;20;2;2015;
22895;;6;4;2018;
22896;;26;7;1986;
22897;;9;9;1992;
22898;;7;5;2012;
22899;;17;5;2010;
22900;;28;2;2016;
22901;;28;9;2011;
22902;;16;12;1983;
22903;;5;5;1019;
22904;;1;11;2007;
22905;;28;2;2012;
22906;;6;11;1996;
22907;;7;4;2016;
22908;;28;6;2018;
22909;;1;12;1984;
22910;;4;2;2017;
22911;;7;8;2001;
22912;;6;12;2018;
22913;;2;3;1830;
22914;;7;1;1995;
22915;;27;7;1999;
22916;;8;7;2018;
22917;;12;4;2012;
22918;;24;9;2014;
22919;;16;1;2018;
22920;;16;1;2014;
22921;;31;5;1019;
22922;;6;8;1990;
22923;;3;4;2001;
22924;;2;2;2013;
22925;;6;3;2012;
22926;;21;10;2001;
22927;;16;2;2013;
22928;;15;12;1978;
22929;;13;5;2012;
22930;;26;5;2013;
22931;;19;7;2017;
22932;;20;12;2005;
22933;;15;10;2001;
22934;;4;8;2001;
22935;;8;3;2016;
22936;;8;12;2002;
22937;;17;4;1996;
22938;;19;6;2001;
22939;;13;10;2011;
22940;;14;9;2010;
22941;;20;1;1962;
22942;;3;8;2013;
22943;;12;8;2002;
22944;;16;8;2018;
22945;;9;2;2015;
22946;;4;6;2007;
22947;;8;2;2013;
22948;;18;8;2010;
22949;;10;2;2019;
22950;;10;5;1995;
22951;;25;2;2014;
22952;;29;6;1981;
22953;;18;11;1984;
22954;;25;9;1985;
22955;;12;8;1983;
22956;;9;8;2012;
22957;;26;6;2014;
22958;;16;12;1982;
22959;;1;5;2016;
22960;;31;7;1998;
22961;;27;12;2012;
22962;;31;1;2013;
22963;;9;11;1950;
22964;;1;11;2013;
22965;;6;2;2001;
22966;;27;7;2008;
22967;;25;7;1990;
22968;;26;3;1989;
22969;;3;9;1991;
22970;;2;6;1997;
22971;;5;7;2019;
22972;;23;7;2016;
22973;;8;11;1201;
22974;;28;4;2016;
22975;;20;8;2017;
22976;;7;12;2007;
22977;;1;9;2018;
22978;;23;6;2012;
22979;;3;7;2008;
22980;;12;4;2004;
22981;;11;2;2015;
22982;;14;2;1985;
22983;;27;5;2018;
22984;;17;1;2014;
22985;;7;3;2010;
22986;;12;1;2019;
22987;;30;10;2010;
22988;;15;9;2018;
22989;;23;3;2013;
22990;;4;4;2018;
22991;;28;8;2016;
22992;;31;1;2011;
22993;;31;8;2016;
22994;;27;3;1990;
22995;;25;4;2018;
22996;;21;5;2015;
22997;;17;5;2012;
22998;;11;10;2013;
22999;;14;6;2016;
23000;;3;5;2013;
23001;;24;7;2016;
23002;;16;5;2019;
23003;;18;12;2012;
23004;;28;3;1991;
23005;;10;9;2014;
23006;;15;6;1982;
23007;;17;6;2001;
23008;;25;8;1983;
23009;;22;9;1998;
23010;;25;10;1988;
23011;;18;1;2017;
23012;;14;6;2010;
23013;;1;11;2015;
23014;;21;3;2018;
23015;;10;10;2016;
23016;;21;1;2008;
23017;;7;2;2010;
23018;;7;3;1979;
23019;;27;7;2010;
23020;;18;2;2013;
23021;;10;6;1999;
23022;;23;4;2007;
23023;;9;8;2015;
23024;;30;7;2017;
23025;;12;6;2011;
23026;;31;7;2014;
23027;;24;12;1988;
23028;;17;11;2007;
23029;;25;12;2011;
23030;;23;10;1987;
23031;;17;2;1994;
23032;;11;4;2018;
23033;;14;9;2016;
23034;;7;8;1980;
