id;name;geometry
1;S�;0106000020E6100000010000000103000000010000002D0000007B5F071E5B5047C00A6EB02F3B8D37C040016DB3505047C010E1F4CF578D37C023D4C192775047C0B0BBD4815D8D37C0DAF605F2885047C024FFE8A6638D37C0AD6D3C8A955047C038ECDACE6F8D37C0BCCE3C66B35047C0A580818C718D37C0FABA03BDEF5047C0B96760E1708D37C018156CFC025147C0C5CFF5B16E8D37C0BDCC5EE2065147C0E39BB84F768D37C07E1D4918285147C0BCFE9BFC5A8D37C028DBE55A315147C03D9F9319538D37C0E4A97A0D475147C0178792ED3D8D37C0C0D933B5465147C0D79490623A8D37C0E6E81614445147C0C4F21660308D37C030B6B1EF555147C0D0B9AB101D8D37C06427BCC9585147C0C9D004AE178D37C03F867A21825147C0916C8DA9F38C37C068DA2005AE5147C0340B7CE7CB8C37C0A00DFC3BBD5147C056A716CFAC8C37C01AD801D8C45147C0EAC21ADB9D8C37C07D0499FACD5147C03A7F62DA818C37C04FF5F536CF5147C0067BFF207A8C37C08288967ACF5147C0BF12F0A7708C37C089D6687DCE5147C0A943EF886C8C37C04A1B448FCB5147C002867F16668C37C083F7C36FC45147C0A82C4E2C5C8C37C0F76EFA6FB85147C09019D04E488C37C0FF990806B05147C080C69C3C3D8C37C054835C6D715147C0E46676766C8B37C0CE024A63605147C0A8DB5D01348B37C0B933A836555147C05240A3A1098B37C0EAA3B528385147C0C7C06742398B37C096392806295147C004E5F90C458B37C0A0CD12572F5147C08879B136548B37C0CADA58111F5147C087F20188878B37C0B0823E07105147C0446BC831248C37C055BCADDA095147C010B8F3E5178C37C09A7351BEF25047C0ADCAA5B5E38B37C0A4CC5536D75047C06929451A578C37C0FB42C440C75047C0DE2F80B8998C37C00595C95AB15047C0CA77E8E3848C37C0C9239BA9A55047C094E2272DAC8C37C088958D24895047C03A817D5DE78C37C039F81682815047C049E083C4F28C37C07B5F071E5B5047C00A6EB02F3B8D37C0
2;Parque Dom Pedro;0106000020E6100000010000000103000000010000005E0000007885989B095047C017E5C5D1A68D37C08555DAE50D5047C05DE39DABB98D37C0000D40590C5047C0FD3C1394C28D37C02BE14FC70A5047C0C3874187C88D37C0ECC7644A0F5047C09EE97E64CB8D37C0FAFA70E02F5047C0621EFF86E68D37C0844F6C723C5047C0F3915825EF8D37C0DF96AE76465047C07FA14796F98D37C07D2EFB58485047C0D945EE09F38D37C0CB2E6396495047C0711B8EE9EB8D37C0670B589C4B5047C0014C8418938D37C0A855FE504C5047C0A527C8A7698D37C040016DB3505047C010E1F4CF578D37C07B5F071E5B5047C00A6EB02F3B8D37C039F81682815047C049E083C4F28C37C088958D24895047C03A817D5DE78C37C0C9239BA9A55047C094E2272DAC8C37C00595C95AB15047C0CA77E8E3848C37C0FB42C440C75047C0DE2F80B8998C37C0A4CC5536D75047C06929451A578C37C09A7351BEF25047C0ADCAA5B5E38B37C055BCADDA095147C010B8F3E5178C37C0B0823E07105147C0446BC831248C37C0CADA58111F5147C087F20188878B37C0A0CD12572F5147C08879B136548B37C096392806295147C004E5F90C458B37C0EAA3B528385147C0C7C06742398B37C0B933A836555147C05240A3A1098B37C058EAF5EC515147C08D5A51ADFC8A37C02963614D405147C0CDA8F7B5CD8A37C0BEBC7FE5305147C0A939CDF3998A37C0F4C95FA32C5147C0DA0F3FD78B8A37C042D455A52A5147C02913DA39818A37C0D29DAB4F295147C03F2958F8788A37C07EDA32F7275147C0A98076F06E8A37C0709BB388235147C024DBD0EE108A37C03B0DE49E215147C07B827843DF8937C0A4BD0AC11E5147C0EB96B0CAAE8937C0EBB57EB31B5147C05E258C25608937C07998A6691A5147C0117672812B8937C0F2CC7F1A0A5147C09B7047B9348937C0862AF6F7FC5047C050E7BA8C388937C0634BBD56E45047C03FE38C15468937C0398974D2D85047C01984B03F4C8937C061400FACBC5047C09E6F450A5B8937C079B38F5BA45047C0BE154A62678937C0B8823A53855047C0DE17236B778937C0980488E3675047C00971E53D868937C09B4037093D5047C05EDB8BCE9E8937C047550DB8345047C06E9669B8A38937C0A1D20B543A5047C05C387574BC8937C08ADB694A405047C076E76C83DA8937C0A64030EB445047C0B8A1D750F08937C08CD3157F4A5047C0D274BC52048A37C05514A4D14B5047C00ABD6E360A8A37C0DE24C1C04F5047C0B4965ABD178A37C062F06A14525047C08866EBB6248A37C0A6785AB4555047C04EDC6904348A37C01CF42C56595047C0D006DA83448A37C038B38238605047C0128A13A35C8A37C060885B39615047C0A603F51F638A37C0A749E02F665047C05B6678497B8A37C0E38B09786C5047C0504B36BF988A37C06E936ABB665047C086B936609F8A37C05D1D4A27575047C0E95B5160B78A37C0F2FF2BCE505047C00AE267C0C28A37C012F43E764A5047C05E88EF50CF8A37C0637B6009465047C0DC6C3D0FDA8A37C030CD4AA3415047C0990CBD8AE98A37C0DEFE08823E5047C0C79503A0F68A37C097E097203A5047C06789490F098B37C052A40DA8335047C076AED0FC348B37C0B6BF5A7F2D5047C03F6E3C225F8B37C063645FC32A5047C06A05760C788B37C0504416402B5047C02DA50EBE8F8B37C02ABEA3C22B5047C01627FC06B28B37C0A223FE6A2C5047C07C286061B48B37C016F31EB02D5047C07E95B5A7E68B37C0AE33BE482D5047C0115E72210D8C37C0519AE2B32D5047C0535C9F1A1D8C37C04B73702A255047C05E002213668C37C056DDCF5E1C5047C0014B9408858C37C04A6BBC71155047C044A6D8139B8C37C086C0795E115047C03F168F23AB8C37C042FBFAED0D5047C02E75E900BA8C37C05E7F25C50B5047C0DB9C7341C88C37C031A435FA085047C00FFAD1B2D78C37C09083EF76075047C08F526087E68C37C0B58860A9055047C0074745AFFA8C37C07316D79DFE4F47C03F51BFFA1E8D37C0AD364A70FF4F47C0995B04A93E8D37C0881EC484FF4F47C0923096AB4B8D37C092A61E7B015047C007A9EA9A788D37C07885989B095047C017E5C5D1A68D37C0
3;Pra�a Jo�o Mendes;0106000020E610000001000000010300000001000000460000000D12307F075147C0703DC75D758E37C094FC0D00265147C064909917778E37C02ED308C82B5147C0F7BFF78F778E37C0ABD89E0A395147C0FE23823F788E37C0C1D67D454C5147C01149291C738E37C0DB6158C2695147C0050916FB6B8E37C095738ECD705147C0C2B43977698E37C0E2A8934C855147C004BF09EF618E37C0C27A7C10935147C049A10EBA5B8E37C0FF0D7A2E9E5147C0D69541BF588E37C002029F3D965147C0F72D96DC318E37C03D73E3A08A5147C0CF0F0426F58D37C0E5540DFB865147C0E311E548E28D37C0C219F949835147C07B0DCC53C88D37C0BB57B19B815147C084F451EEBB8D37C017667190805147C0FEB772EFAE8D37C0E39A3B75805147C07ED3AAC59D8D37C01462CC0B815147C046E556E2948D37C0CB1221CE825147C0D69DDE367A8D37C0448A6CBA835147C05443A5AF738D37C0BCF76EA5895147C0CE705D91568D37C04955D7238C5147C07A2EDDAC4A8D37C055ECA98C905147C01B6B1EF93C8D37C050448513935147C0517E3F69368D37C09AA0316D9E5147C009C94A9F158D37C0B4B74233BA5147C0402BE047C98C37C0A6EDB225C05147C0049EB6E3B08C37C01AD801D8C45147C0EAC21ADB9D8C37C0A00DFC3BBD5147C056A716CFAC8C37C068DA2005AE5147C0340B7CE7CB8C37C03F867A21825147C0916C8DA9F38C37C06427BCC9585147C0C9D004AE178D37C030B6B1EF555147C0D0B9AB101D8D37C0E6E81614445147C0C4F21660308D37C0F6CF547A465147C026604794398D37C0E4A97A0D475147C0178792ED3D8D37C028DBE55A315147C03D9F9319538D37C07E1D4918285147C0BCFE9BFC5A8D37C0BDCC5EE2065147C0E39BB84F768D37C018156CFC025147C0C5CFF5B16E8D37C0FABA03BDEF5047C0B96760E1708D37C0BCCE3C66B35047C0A580818C718D37C0AD6D3C8A955047C038ECDACE6F8D37C0DAF605F2885047C024FFE8A6638D37C023D4C192775047C0B0BBD4815D8D37C040016DB3505047C010E1F4CF578D37C0A855FE504C5047C0A527C8A7698D37C0670B589C4B5047C0014C8418938D37C0CB2E6396495047C0711B8EE9EB8D37C07D2EFB58485047C0D945EE09F38D37C0DF96AE76465047C07FA14796F98D37C07C5E64CC465047C05B8765F2FB8D37C076486BCD495047C00CB919D30E8E37C087C78C6C4D5047C05493A28A1D8E37C06ABB485F515047C0D5FF68D92C8E37C0447558AF525047C02923328E318E37C09DF2F147565047C01D3C01203C8E37C077357E90585047C0CCD28AFE418E37C0BC9064865A5047C0650E53E0478E37C092A683745D5047C03D0EDF524E8E37C097FE43BA5F5047C0E956086B528E37C0CB9A8F23685047C0FD02037C5D8E37C05D9C8DA7755047C02594D31F638E37C030930058875047C056A4B7AB688E37C043E41DB28F5047C00D88DCAD698E37C0F028D3A5A25047C0433C8A3D6C8E37C0CCF7CB58DF5047C0199B51E2708E37C039D8A7A1E05047C0A898E472718E37C0074835B7015147C046A163E5748E37C00D12307F075147C0703DC75D758E37C0
4;Ladeira da Mem�ria;0106000020E6100000010000000103000000010000005000000050448513935147C0517E3F69368D37C055ECA98C905147C01B6B1EF93C8D37C04955D7238C5147C07A2EDDAC4A8D37C0BCF76EA5895147C0CE705D91568D37C0448A6CBA835147C05443A5AF738D37C0CB1221CE825147C0D69DDE367A8D37C01462CC0B815147C046E556E2948D37C0E39A3B75805147C07ED3AAC59D8D37C017667190805147C0FEB772EFAE8D37C0BB57B19B815147C084F451EEBB8D37C0C219F949835147C07B0DCC53C88D37C0E5540DFB865147C0E311E548E28D37C03D73E3A08A5147C0CF0F0426F58D37C002029F3D965147C0F72D96DC318E37C0FF0D7A2E9E5147C0D69541BF588E37C05993BCBEA05147C0953DF419588E37C004E5D499AC5147C073FD244D548E37C022CF8537BE5147C0871455034E8E37C04B42D0A5DC5147C08191EC7E448E37C0C5D516EFDD5147C0C2C1FA77448E37C08FFDD180F05147C0AE92FAF93C8E37C0207A7F76F15147C0ED87515D3C8E37C049D052A00E5247C0E57F85A4348E37C0546727C0135247C092BDDF59338E37C0654047671C5247C09D5BB6CE308E37C0DECDF2FA265247C0F763A0372E8E37C0CAB64DF42F5247C0316FAC402C8E37C0307E7E57365247C0470AD7CA268E37C09E85A90C3D5247C0DB3F4553218E37C07551D3B6445247C03EFE0A3F1B8E37C0DD009D2D515247C0E0CF6BB1128E37C0CE1B4EC6525247C03A56D479118E37C016F9CE5B5C5247C010D73E2C0A8E37C04D2FD515725247C01FED40BBF98D37C0B62CFBCA785247C0CB52A543F48D37C0E7CF7DDB7E5247C0792884CFEE8D37C03B012A908B5247C0E4A7063CD98D37C06F83CD0E8F5247C0BC52CED5D38D37C0816FB2F5905247C01099A43ED08D37C07EFE61DB925247C0B73B8D78CB8D37C02B4DBC1E995247C06266157BB28D37C0C2BD9F9F9B5247C03C54F0C6A78D37C09DA8BC109E5247C04A06FC99938D37C08082A7D6A05247C0E03DAA31818D37C0C5A8B9C6A45247C0E4D8D03D5B8D37C027734251A65247C009235C26518D37C0797BED76B75247C0EE3892B4FF8C37C048AF117CC05247C015D67559D18C37C0CF4A2B6BC25247C055F1ED7DD28C37C06D129F9BC65247C06EBE1D5ED58C37C046A872E2DA5247C02DCC4B6E778C37C04C528DA1EE5247C0673822432B8C37C062F7E985DD5247C087C58BA41B8C37C06EAF535CD85247C04E9D349C178C37C012DD94A4C65247C04573B0550D8C37C02A5EEF39B85247C09F8DB130118C37C0E5FC02B5B45247C08A4C320A138C37C02A78197AAA5247C03273E0C3198C37C0FA183684995247C02470F5D0218C37C0C9BA21CF695247C03C791495348C37C0BEEDA3B6435247C0E7A19D2F448C37C010D6FE361B5247C07DE267913B8C37C0EE07CF12175247C025EF9963408C37C0CC953F86F85147C047A784F9368C37C074F17FA1F55147C01DD0AA71368C37C087E1E207F45147C056EBC811378C37C032CD456EF25147C01CF6E6B1378C37C0DFF96607EC5147C045E0DAC93A8C37C08D60E553D65147C0AA3F43C74E8C37C083F7C36FC45147C0A82C4E2C5C8C37C04A1B448FCB5147C002867F16668C37C089D6687DCE5147C0A943EF886C8C37C08288967ACF5147C0BF12F0A7708C37C04FF5F536CF5147C0067BFF207A8C37C07D0499FACD5147C03A7F62DA818C37C01AD801D8C45147C0EAC21ADB9D8C37C0A6EDB225C05147C0049EB6E3B08C37C0B4B74233BA5147C0402BE047C98C37C09AA0316D9E5147C009C94A9F158D37C050448513935147C0517E3F69368D37C0
5;Rep�blica;0106000020E6100000010000000103000000010000003900000093C55A70AB5147C0FC213E532B8B37C04D690529775147C0D31DDA3D658B37C054835C6D715147C0E46676766C8B37C0FF990806B05147C080C69C3C3D8C37C0F76EFA6FB85147C09019D04E488C37C083F7C36FC45147C0A82C4E2C5C8C37C08D60E553D65147C0AA3F43C74E8C37C0DFF96607EC5147C045E0DAC93A8C37C032CD456EF25147C01CF6E6B1378C37C087E1E207F45147C056EBC811378C37C074F17FA1F55147C01DD0AA71368C37C0CC953F86F85147C047A784F9368C37C0EE07CF12175247C025EF9963408C37C010D6FE361B5247C07DE267913B8C37C0BEEDA3B6435247C0E7A19D2F448C37C0C9BA21CF695247C03C791495348C37C0FA183684995247C02470F5D0218C37C02A78197AAA5247C03273E0C3198C37C0E5FC02B5B45247C08A4C320A138C37C02A5EEF39B85247C09F8DB130118C37C012DD94A4C65247C04573B0550D8C37C06EAF535CD85247C04E9D349C178C37C062F7E985DD5247C087C58BA41B8C37C04C528DA1EE5247C0673822432B8C37C067314B22EF5247C0B75EC6C2148C37C0DBF3F616EF5247C0284F4BA90D8C37C0036A940CEF5247C0052A4527078C37C0AB3C06F4EE5247C0DA6EE1C3F78B37C064BBE436EF5247C01CEED54AEE8B37C02C6FDD77EF5247C0E3D65CA1E38B37C0AE93CDB4EF5247C0B0291B04D68B37C055242B00F05247C00EF72BDED18B37C0922072EAEF5247C0C0EC2641C48B37C07C6883A6F05247C093909B8D9F8B37C0EFB6BCA2F05247C0B6D8C72F9D8B37C0D39378B4EF5247C03184200C6F8B37C05348D2C7EE5247C0B65C667E418B37C025F74A62EE5247C078EF03AB358B37C0F3F39F12EB5247C08C301DAEF18A37C04FA1531FE85247C0671E7F31B48A37C0A020747EE65247C0C89577ADB08A37C096BF3A30E55247C03BC0AF27AD8A37C0990E7371DA5247C0BA566986948A37C0C49906DEC25247C0C85825C27C8A37C057A3E1DDB65247C08869F353018A37C0328DB96DB15247C0D46CCC66048A37C09D3B48698D5247C086EF55D02C8A37C01288E0EC7A5247C0814F9F52418A37C0F35392F55C5247C0C6EB09EA618A37C06A7997A74D5247C0331E3638728A37C0EAC509C9345247C0AEC22DC98C8A37C09B700A19275247C07E7478D39E8A37C0A9310106135247C009060F55B68A37C047C6A286005247C0FE954612C98A37C02B654302F65147C0A4319C20D58A37C0424952F2CB5147C0DE52CDF2058B37C093C55A70AB5147C0FC213E532B8B37C0
6;Santa Efig�nia;0106000020E61000000100000001030000000100000034000000709BB388235147C024DBD0EE108A37C07EDA32F7275147C0A98076F06E8A37C0D29DAB4F295147C03F2958F8788A37C042D455A52A5147C02913DA39818A37C0F4C95FA32C5147C0DA0F3FD78B8A37C0BEBC7FE5305147C0A939CDF3998A37C02963614D405147C0CDA8F7B5CD8A37C058EAF5EC515147C08D5A51ADFC8A37C0B933A836555147C05240A3A1098B37C0CE024A63605147C0A8DB5D01348B37C054835C6D715147C0E46676766C8B37C04D690529775147C0D31DDA3D658B37C093C55A70AB5147C0FC213E532B8B37C0424952F2CB5147C0DE52CDF2058B37C02B654302F65147C0A4319C20D58A37C047C6A286005247C0FE954612C98A37C0A9310106135247C009060F55B68A37C09B700A19275247C07E7478D39E8A37C0EAC509C9345247C0AEC22DC98C8A37C06A7997A74D5247C0331E3638728A37C0F35392F55C5247C0C6EB09EA618A37C01288E0EC7A5247C0814F9F52418A37C09D3B48698D5247C086EF55D02C8A37C0328DB96DB15247C0D46CCC66048A37C057A3E1DDB65247C08869F353018A37C0A04E3755B15247C01073EA04F58937C060B4C287AA5247C0CD972419EB8937C0365EB6DF9F5247C0486846ACE08937C0B1DF634D865247C0E3A897B4BD8937C05B515070765247C02257CE8CA78937C0843CE5EF705247C06DAB5FF99F8937C0E91F2B5A575247C05B74333B7B8937C0EFEA72404F5247C0E29278F86E8937C05BEF44CF3C5247C036342282568937C01CD706601E5247C062333EF32B8937C081310B57145247C0B5E77AF41D8937C0E78CD408FD5147C034F08FE5FD8837C03044D389E55147C0DD685026F38837C00B406F92D35147C0B46FBA1EF48837C00195EA9EB05147C013388EFFF88837C0A5A072EEA85147C0634770EFFA8837C08475D5E98F5147C09AEB2BD4FD8837C04BEC9673895147C0A6EBC645F68837C041993D48855147C080DFB6F3F68837C0C08A959B555147C0274412720E8937C0FCE4555F335147C08E9529241F8937C0C42CD040265147C0EA85F8EC258937C07998A6691A5147C0117672812B8937C0EBB57EB31B5147C05E258C25608937C0A4BD0AC11E5147C0EB96B0CAAE8937C03B0DE49E215147C07B827843DF8937C0709BB388235147C024DBD0EE108A37C0
14;Oriente;0106000020E61000000100000001030000000100000032000000A655148C604E47C081FF6E074F8A37C0B6749491754E47C03F8A63D1698A37C09B8B5250934E47C0C3B7234D8D8A37C0646E52A29E4E47C0DB0B00469B8A37C040696666B14E47C0CCE15FBCB38A37C04C91DE70D04E47C00D8E7890D98A37C068D9E752D44E47C01E2220CFDE8A37C074E40DD9EE4E47C04FF6CCFDFF8A37C0EE11BA06144F47C0A992C1312C8B37C0170893E5274F47C0AA0B7CF8F28A37C0FF306D9D384F47C010531D46C38A37C00EEC5246454F47C0BBA3B102A68A37C02992BE26244F47C0D2B57DC8668A37C0F7D38F910B4F47C03B4987ED478A37C0F3A25DAF0D4F47C044890995328A37C051C134B90F4F47C00CB7C921DC8937C0D81E0E7A104F47C01A1C83CAB98937C06AF0C2C2104F47C0282A37DEB38937C08FC8CC8D114F47C0A188FD08988937C0586CE164124F47C01810BCE4838937C0AB7DD96C3D4F47C047A4D852888937C02FE560833C4F47C0AA35D3F65B8937C03EEB91EF3B4F47C0DB65E7F3318937C009EA65123B4F47C07FCBCEDE0D8937C0E770893C154F47C0BB322564138937C05940B090F34E47C0FC9A383D188937C0AF5ECC68DE4E47C00240A23A1C8937C064524E44CA4E47C078ED2A66F48837C000356BD8B34E47C0561BF94BC78837C0874FAFA7944E47C0740FEF9F888837C0AFDBC009864E47C0E18593ED6B8837C04B49B4B96A4E47C077E068A79A8837C0FF229054654E47C0776F2DD3A48837C0BC0C45B94F4E47C048A30BC8C88837C05831C2A64A4E47C08D8316F2D28837C0D0ED1169344E47C0F183BE81F78837C0E2511FE2314E47C03A69EC12FE8837C006615A2E1E4E47C00322B9701E8937C04F228A051B4E47C042702BCA268937C0151DBC63134E47C06F2DB530328937C0481201EC084E47C0AAC6F587468937C0ADFA3BA2F34D47C046347AE3698937C0893DFAC1EA4D47C0D672D7D27B8937C0D1609DFCE74D47C0C9FF50688F8937C0B8DDBC03DF4D47C0780862A2C68937C022666D26D54D47C02D98C720098A37C0CE83368AE54D47C0C9F25FEE0C8A37C0F65BFFC2044E47C0B63A7BAB1B8A37C0B3C5D0FB234E47C0C761006A2A8A37C0A655148C604E47C081FF6E074F8A37C0
7;Luz;0106000020E6100000010000000103000000010000005B0000003F8762AD175047C02E992089218937C06ED3B8521A5047C050A886E92D8937C00BB82FEC215047C0B92D8ADA518937C0BB2E39D7285047C090EAF0B36E8937C09BAC56C42D5047C071C164F1808937C0E06A950D345047C04BC81D969F8937C047550DB8345047C06E9669B8A38937C09B4037093D5047C05EDB8BCE9E8937C0980488E3675047C00971E53D868937C0B8823A53855047C0DE17236B778937C079B38F5BA45047C0BE154A62678937C061400FACBC5047C09E6F450A5B8937C0398974D2D85047C01984B03F4C8937C0634BBD56E45047C03FE38C15468937C0862AF6F7FC5047C050E7BA8C388937C0F2CC7F1A0A5147C09B7047B9348937C07998A6691A5147C0117672812B8937C0C42CD040265147C0EA85F8EC258937C0FCE4555F335147C08E9529241F8937C0C08A959B555147C0274412720E8937C041993D48855147C080DFB6F3F68837C04BEC9673895147C0A6EBC645F68837C08475D5E98F5147C09AEB2BD4FD8837C0A5A072EEA85147C0634770EFFA8837C00195EA9EB05147C013388EFFF88837C00B406F92D35147C0B46FBA1EF48837C0016DA1ECDF5147C04C7A86BCA58837C0E90ED17C1E5247C0A9973697078837C02CCE1597345247C056E7FE1FCD8737C071D61FDC3B5247C061446438BB8737C0BF3A12B5445247C0B8F6E923A58737C0EF45C0675F5247C0AAD022257B8737C0C9A562C9745247C02A1638C2678737C0824DA3B4765247C01E29E288668737C09E1CE43C895247C0D58D12B6598737C0D6DE6690995247C03830EF72538737C0E8E372B9AE5247C0915DFA0A508737C0A61C2EECC35247C085420525538737C02E302460965247C08E9008FC228737C07937C7B08C5247C0B31DD1B8198737C04EE81226605247C00C5F5EA5F08637C00649E3BD435247C04C73F906D68637C0DD08EA702E5247C0C36C525AC28637C0A51FC18F205247C0A7E0C9A0B58637C09E1860041D5247C0B0918154B38637C094225C521C5247C0BA881978AA8637C0C23B03810C5247C083F7176B9B8637C0833DC6D0025247C07FEFC28E918637C08EA2EDE4E15147C073DE0E7A738637C0B1ED5F35CE5147C02F906C8C618637C0A0B81E30BA5147C088D720414D8637C0AE35C9E4B85147C023F5AB814B8637C0BE3FF688A15147C036A325A6568637C0290198DF895147C0C52BA02B648637C0087795666D5147C0C63D63F8728637C0EFE6AB19725147C02C2C6D18C88637C009F2D8E0775147C0561ADF0CFC8637C053519B13545147C0957D3B4B138737C0534A6BF2375147C0D510660B258737C0C6F729C61C5147C01BE36130368737C092D63466D75047C02EDCFF11618737C0E7EE6115C75047C023CEC81A698737C097637C17885047C09653D2878E8737C00218C19B545047C0C59E989BAC8737C0DCB262E94F5047C097DA0BA4BF8737C0244E8871425047C079DD2DC6F58737C019D17BDB355047C0D851FD33EA8737C0808386FC315047C0AC38CD51E78737C0761E8D06275047C01D71DE58138837C07227A732245047C092B620771D8837C0E9515300225047C0C0809C35258837C0B6DDA9911D5047C0ECADF9C42E8837C09206F178195047C04DAEEE473B8837C0CE96DEB2155047C0ADF7ACCA478837C0024CAD1B0F5047C0E3390C32608837C0BF3F085D0B5047C0A363F16E718837C0315312D6095047C0DBB5AAE57D8837C0EB613995085047C0F154AC3F838837C0F7710404075047C0C016D632898837C0DB76FDD0045047C01F67D0EF908837C0A6081C8B045047C0D5A0F9A0988837C0E3A76AF3045047C0DE5DC9D3A68837C011AF26B1055047C064A3BBC9B68837C0BB7C1361075047C0DCBF385EC48837C083B84DBB085047C051AF1295CF8837C0A93E28C9095047C06C36E75BDE8837C068F538270A5047C07B4E270BE68837C0F121A7CC0B5047C04B9E9B84EC8837C05F2FB86B0E5047C0DBEA4558F58837C00596D505165047C0241C4949198937C03F8762AD175047C02E992089218937C0
8;Bom Retiro;0106000020E610000001000000010300000001000000430000000839E40BC15147C0A8B751F5888537C0ADFC2D35895147C01F4D07E1858537C0A753259F905147C0B02F567CC88537C0B4A2C7B2975147C09153D80B018637C0B04DC97D9C5147C0E01BB678318637C0BE3FF688A15147C036A325A6568637C0AE35C9E4B85147C023F5AB814B8637C0A0B81E30BA5147C088D720414D8637C0B1ED5F35CE5147C02F906C8C618637C08EA2EDE4E15147C073DE0E7A738637C0833DC6D0025247C07FEFC28E918637C0C23B03810C5247C083F7176B9B8637C094225C521C5247C0BA881978AA8637C09E1860041D5247C0B0918154B38637C0A51FC18F205247C0A7E0C9A0B58637C0DD08EA702E5247C0C36C525AC28637C00649E3BD435247C04C73F906D68637C04EE81226605247C00C5F5EA5F08637C07937C7B08C5247C0B31DD1B8198737C02E302460965247C08E9008FC228737C0A61C2EECC35247C085420525538737C0C97D1B54F85247C0C64FD902628737C0829CD2E3F85247C002B5C67D218737C066ADF68DF95247C079D1038BF18637C0C4677ABE065347C099213CB2C38637C0A1960AD40A5347C047CEA168B58637C0CC37D97A1B5347C06924783D7C8637C0D86AE04A2A5347C0691F3CB8508637C000585905345347C08ED4C5982D8637C01BD4F31C485347C0FB3FEF28E68537C0E49280115F5347C0710B24829A8537C08233C7FC755347C04F32B889498537C0599F07E7805347C07E9C5701178537C0E5030E158A5347C0B6ADB6AF028537C092F517038B5347C047C15D57FD8437C0677FFFF2915347C06B2066A9E98437C0E1892641985347C0BEFACEC6D78437C0CB03A5E69D5347C040C2E5F0C28437C0A66329FAA95347C0752272BEAF8437C070D0BDB2BC5347C04A5E62348E8437C0FF3E039CBA5347C0B764C336748437C08564F5D6B75347C0629E15B9538437C0197332EE9C5347C0AD9AAECD5A8437C0130D5A643F5347C0D2E6EB0D758437C00695C0E3F85247C0114B5628848437C09CD2801FDA5247C017D55E228A8437C043ED23E5845247C0F5468EE09E8437C0C611204F6A5247C03376108AA68437C0032D6AA7595247C031A3EB9FAB8437C0322F972B3C5247C05B6E8992B18437C09EB7882C2B5247C03E8EC5B4B38437C06BC3FF30225247C0B10B47E5B38437C0434B4F90EE5147C0B234BBB7B98437C02107F5579F5147C0AA4E0FB6C08437C0A598754A4C5147C072C8CC27CA8437C076AEA1F03B5147C0E64F2846CC8437C09898865D3E5147C0F4D80C39E98437C06C0B71874D5147C0E8BCF91AF78437C0200BC354665147C0502F7DF9058537C048E5A734755147C0936E4001188537C038D5C5F17F5147C05FBE8C0B308537C02F36CDB5895147C0894E1EEC468537C09C6C775B985147C0C3457857688537C07273078AA55147C048E53930798537C08714482BB25147C0E7A88813828537C0D5F4E5F6BD5147C014FA3588868537C00839E40BC15147C0A8B751F5888537C0
9;Ponte Pequena;0106000020E6100000010000000103000000010000003B0000003403EC68105047C0A6FAAE4EC18637C0E9F8BE16115047C032AF6F49FB8637C0CB9DDA30125047C067F44E6C468737C0BC6FBFB6135047C029055A88A18737C0ECD51F1E145047C0EF7EB423AF8737C0EF391E241A5047C0402C1C550B8837C09206F178195047C04DAEEE473B8837C0B6DDA9911D5047C0ECADF9C42E8837C0E9515300225047C0C0809C35258837C07227A732245047C092B620771D8837C0761E8D06275047C01D71DE58138837C0808386FC315047C0AC38CD51E78737C019D17BDB355047C0D851FD33EA8737C0244E8871425047C079DD2DC6F58737C0DCB262E94F5047C097DA0BA4BF8737C00218C19B545047C0C59E989BAC8737C097637C17885047C09653D2878E8737C0E7EE6115C75047C023CEC81A698737C092D63466D75047C02EDCFF11618737C0C6F729C61C5147C01BE36130368737C0534A6BF2375147C0D510660B258737C053519B13545147C0957D3B4B138737C009F2D8E0775147C0561ADF0CFC8637C0EFE6AB19725147C02C2C6D18C88637C0087795666D5147C0C63D63F8728637C0290198DF895147C0C52BA02B648637C0BE3FF688A15147C036A325A6568637C0B04DC97D9C5147C0E01BB678318637C0B4A2C7B2975147C09153D80B018637C0A753259F905147C0B02F567CC88537C0ADFC2D35895147C01F4D07E1858537C00839E40BC15147C0A8B751F5888537C0D5F4E5F6BD5147C014FA3588868537C08714482BB25147C0E7A88813828537C0DB0C5A89A55147C0798B3D30798537C09C6C775B985147C0C3457857688537C02F36CDB5895147C0894E1EEC468537C038D5C5F17F5147C05FBE8C0B308537C048E5A734755147C0936E4001188537C0200BC354665147C0502F7DF9058537C06C0B71874D5147C0E8BCF91AF78437C09898865D3E5147C0F4D80C39E98437C076AEA1F03B5147C0E64F2846CC8437C08F85724F195147C0EE07A124D18437C0EC6B5D57F65047C03077EF77D28437C00DF56495C65047C0DBE07829DB8437C0CA064FC3A85047C045D14656DF8437C0A43C83CE6C5047C09129D2B2E78437C0788C1C133C5047C0FC6C7BA2EE8437C0483121D50F5047C0BAFCE679F58437C032F57A1A095047C0306CD5CCF68437C0ABDCA5FF085047C030D49C4F1A8537C0831AE2F80A5047C06A517FB68A8537C0D66CB88B0C5047C0F67AFD1AEE8537C08718B0BF0D5047C0451E2825158637C04047BF6D0E5047C0B66B63B74F8637C01CA85B620F5047C00541ED96828637C0FCBC9837105047C02E0656F0A18637C03403EC68105047C0A6FAAE4EC18637C0
